first_name,last_name,GP,G,A,TP,PIM,+/-,team
Chris,Hedden,34,11,21,32,12,8,Air Force Academy
Samuel,Stitz,34,11,21,32,20,9,Air Force Academy
Nick,Sajevic,34,8,23,31,22,11,Air Force Academy
Will,Dawson,34,11,14,25,6,13,Air Force Academy
Brendan,Gibbons,34,6,14,20,14,1,Air Force Academy
Nolan,Cunningham,34,7,12,19,18,3,Air Force Academy
Will,Staring,34,5,13,18,35,4,Air Force Academy
Holt,Oliphant,34,7,8,15,10,5,Air Force Academy
Mason,McCormick,25,6,9,15,32,1,Air Force Academy
Jake,Peterson,32,4,10,14,8,7,Air Force Academy
Aidan,Willis,31,3,6,9,18,-2,Air Force Academy
Ren,Morque,32,3,5,8,10,-2,Air Force Academy
Cole,Christian,30,3,4,7,14,-7,Air Force Academy
Oli,Genest,21,5,1,6,8,-4,Air Force Academy
Anthony,Yu,31,3,3,6,6,-6,Air Force Academy
Charles,Panchisin,30,2,3,5,6,-6,Air Force Academy
Owen,DuBois,26,1,4,5,6,-6,Air Force Academy
Nicholas,Remissong,19,2,2,4,8,0,Air Force Academy
Michael,Kadlecik,15,1,3,4,8,2,Air Force Academy
Beau,Janzig,34,1,3,4,8,-4,Air Force Academy
Hayden,Nichol,21,2,1,3,6,1,Air Force Academy
Cade,Moxham,4,0,1,1,0,-3,Air Force Academy
Will,Jones,1,0,0,0,0,0,Air Force Academy
Calvin,Beard,4,0,0,0,0,0,Air Force Academy
Simon,Houge,12,0,0,0,0,0,Air Force Academy
Cruz,Lucius,36,15,31,46,16,1,Arizona State Univ.
Bennett,Schimek,35,13,30,43,14,-2,Arizona State Univ.
Cullen,Potter,24,12,14,26,16,-1,Arizona State Univ.
Kyle,Smolen,35,7,13,20,20,-8,Arizona State Univ.
Sam,Alfano,35,7,11,18,33,-14,Arizona State Univ.
Logan,Morrell,36,7,9,16,24,-14,Arizona State Univ.
Sean,McGurn,32,4,9,13,22,-15,Arizona State Univ.
Justin,Kipkie,35,4,9,13,16,-10,Arizona State Univ.
Carmelo,Crandell,34,7,5,12,25,-8,Arizona State Univ.
Noah,Powell,34,7,5,12,32,-7,Arizona State Univ.
Joel,Kjellberg,36,2,9,11,14,-1,Arizona State Univ.
Ty,Nash,32,5,5,10,8,-7,Arizona State Univ.
Benjamin,Kevan,34,4,6,10,4,-12,Arizona State Univ.
Jack,Beck,10,5,3,8,6,-5,Arizona State Univ.
John,Waldron,21,1,7,8,10,-7,Arizona State Univ.
Brasen,Boser,30,2,5,7,6,-2,Arizona State Univ.
Sam,Court,31,1,5,6,10,-9,Arizona State Univ.
Richard,Baran,36,0,5,5,22,-10,Arizona State Univ.
Anthony,Dowd,27,0,4,4,10,0,Arizona State Univ.
Tucker,Ness,25,2,0,2,22,-5,Arizona State Univ.
Lincoln,Kuehne,30,1,1,2,20,-2,Arizona State Univ.
Braxton,Whitehead,16,0,1,1,2,-5,Arizona State Univ.
Justin,Cloutier,4,0,0,0,0,0,Arizona State Univ.
Austin,Zemlak,5,0,0,0,8,-1,Arizona State Univ.
Tony,Achille,12,0,0,0,4,0,Arizona State Univ.
Jacob,Ivey,34,12,14,26,2,2,Army (U.S. Military Academy)
Benjamin,Ivey,31,13,11,24,4,-4,Army (U.S. Military Academy)
Nils,Forselius,31,5,19,24,20,-5,Army (U.S. Military Academy)
Barron,Woodring,34,7,16,23,12,-1,Army (U.S. Military Academy)
Nik,Hong,34,10,10,20,31,-2,Army (U.S. Military Academy)
Adam,Marshall,34,7,9,16,26,2,Army (U.S. Military Academy)
Brent,Keefer,34,6,9,15,29,-6,Army (U.S. Military Academy)
Jude,Brower,33,5,10,15,26,-6,Army (U.S. Military Academy)
Billy,Batten,34,4,9,13,10,-1,Army (U.S. Military Academy)
Vincent,Salice,34,7,2,9,20,-5,Army (U.S. Military Academy)
Lukas,McCloskey,26,2,5,7,24,-4,Army (U.S. Military Academy)
Owen,Nolan,34,2,5,7,39,-1,Army (U.S. Military Academy)
Samuel,Groebner,34,0,7,7,29,0,Army (U.S. Military Academy)
Easton,Zueger,29,1,5,6,41,7,Army (U.S. Military Academy)
Pierce,Patterson,17,0,5,5,4,1,Army (U.S. Military Academy)
Sean,Vlasich,32,1,3,4,24,-8,Army (U.S. Military Academy)
Liam,Chapman,19,1,2,3,2,5,Army (U.S. Military Academy)
Stephen,Willey,14,2,0,2,6,2,Army (U.S. Military Academy)
Brock,Jones,26,1,1,2,10,-5,Army (U.S. Military Academy)
Dylan,Wegner,19,1,0,1,2,-5,Army (U.S. Military Academy)
Lucas,Kanta,23,0,1,1,16,-4,Army (U.S. Military Academy)
Noah,Alvarez,2,0,0,0,0,0,Army (U.S. Military Academy)
Joey,Dosan,2,0,0,0,0,0,Army (U.S. Military Academy)
Jon,Bell,11,0,0,0,2,-1,Army (U.S. Military Academy)
Trevor,Smith,12,0,0,0,2,-1,Army (U.S. Military Academy)
Jacob,Ligi,13,0,0,0,6,-3,Army (U.S. Military Academy)
Brett,Meerman,33,13,14,27,10,14,Augustana Univ.
Leonid,Bulgakov,33,15,8,23,2,3,Augustana Univ.
Colton,Friesen,34,10,13,23,16,7,Augustana Univ.
Jacob,Jastrzebski,34,9,13,22,6,16,Augustana Univ.
Owen,Baumgartner,28,4,16,20,18,10,Augustana Univ.
Easton,Young,34,6,13,19,10,4,Augustana Univ.
Cole,Burtch,34,5,14,19,39,-1,Augustana Univ.
Hunter,Bischoff,28,7,9,16,4,8,Augustana Univ.
Owen,Bohn,28,7,8,15,4,6,Augustana Univ.
Joey,DelGreco,34,5,10,15,10,6,Augustana Univ.
Hayden,Hennen,34,3,11,14,32,13,Augustana Univ.
Nace,Langus,26,2,8,10,10,-10,Augustana Univ.
William,Howard,34,4,4,8,12,11,Augustana Univ.
Ben,Troumbly,25,3,5,8,2,4,Augustana Univ.
Carter,Theissen,21,1,4,5,4,0,Augustana Univ.
Tyler,Hennen,24,1,4,5,4,-3,Augustana Univ.
Maxwell,Chakrabarti,34,1,4,5,8,6,Augustana Univ.
Callum,Gau,22,0,5,5,4,2,Augustana Univ.
Landon,Fandel,15,2,2,4,2,3,Augustana Univ.
Samo,Meritähti,34,2,1,3,18,1,Augustana Univ.
Quinn,Rudrud,16,1,1,2,8,0,Augustana Univ.
Garett,Drotts,10,0,1,1,0,0,Augustana Univ.
Will,Svenddal,31,0,1,1,12,5,Augustana Univ.
Jeff,Hutchinson,1,0,0,0,0,0,Augustana Univ.
Oliver,Peer,32,19,14,33,30,8,Bemidji State Univ.
Kasper,Magnussen,34,10,18,28,6,2,Bemidji State Univ.
Adam,Flammang,27,8,20,28,34,2,Bemidji State Univ.
Reilly,Funk,34,11,8,19,12,-6,Bemidji State Univ.
Hudson,Thornton,34,2,16,18,30,-3,Bemidji State Univ.
Connor,McClennon,34,10,6,16,29,-3,Bemidji State Univ.
Max,Namestnikov,32,5,10,15,10,3,Bemidji State Univ.
Jake,McLean,31,5,8,13,4,1,Bemidji State Univ.
Vincent,Labelle,28,3,7,10,22,3,Bemidji State Univ.
Kirklan,Irey,34,1,9,10,14,-5,Bemidji State Univ.
Vann,Yuhas,26,2,6,8,7,-9,Bemidji State Univ.
Maxon,Vig,34,6,1,7,22,14,Bemidji State Univ.
Mitchell,Wolfe,34,2,5,7,14,-5,Bemidji State Univ.
Vincent,Corcoran,30,1,6,7,8,0,Bemidji State Univ.
Tory,Lund,22,4,2,6,0,6,Bemidji State Univ.
Luke,Roelofs,32,2,4,6,12,3,Bemidji State Univ.
Noah,Quinn,22,1,5,6,8,-5,Bemidji State Univ.
Alexi,Sylvestre,20,1,4,5,4,-6,Bemidji State Univ.
Jaksen,Panzer,30,0,5,5,2,-1,Bemidji State Univ.
Patrik,Satosaari,15,1,1,2,0,0,Bemidji State Univ.
Ryan,Henderson,11,0,2,2,6,2,Bemidji State Univ.
Isa,Parekh,25,0,2,2,12,-2,Bemidji State Univ.
Benjamin,Vigneault,15,1,0,1,8,4,Bemidji State Univ.
Oscar,Karlsson,3,0,0,0,0,-1,Bemidji State Univ.
A.J.,Macaulay,7,0,0,0,0,0,Bemidji State Univ.
Jake,Black,34,16,19,35,16,14,Bentley Univ.
Stevie,Castagna,34,11,17,28,25,10,Bentley Univ.
Kellan,Hjartarson,34,7,19,26,12,12,Bentley Univ.
Michael,Mesic,23,10,14,24,4,8,Bentley Univ.
John,Dalton,34,2,15,17,18,7,Bentley Univ.
Arlo,Merritt,34,5,10,15,14,-9,Bentley Univ.
Owen,Goodbrand,33,9,5,14,23,6,Bentley Univ.
David,Helledy,34,3,9,12,22,10,Bentley Univ.
Chase,Davis,34,6,5,11,12,-2,Bentley Univ.
Oskar,Kind Bakkevig,23,4,7,11,10,-1,Bentley Univ.
Márton,Nemes,33,4,7,11,4,9,Bentley Univ.
Ryan,Upson,34,1,10,11,10,1,Bentley Univ.
Garrett,Horsager,17,3,7,10,10,5,Bentley Univ.
Dylan,Cook,28,4,5,9,10,3,Bentley Univ.
Alec,Leonard,33,4,5,9,23,3,Bentley Univ.
Tobias,Bjercke Larsen,33,0,8,8,20,2,Bentley Univ.
Colton,Cameron,33,3,3,6,6,5,Bentley Univ.
Peter,Kramer,18,2,2,4,8,-9,Bentley Univ.
Oliver,Salo,15,2,1,3,8,0,Bentley Univ.
Pat,Lawn,21,2,1,3,6,2,Bentley Univ.
Ryan,Mansfield,5,2,0,2,2,1,Bentley Univ.
Jimmy,Doyle,5,1,0,1,4,1,Bentley Univ.
Ryan,Nause,2,0,0,0,0,-2,Bentley Univ.
Jan,Gaspar,7,0,0,0,0,-1,Bentley Univ.
Seth,Bernard-Docker,12,0,0,0,4,1,Bentley Univ.
Kolby,Amici,14,0,0,0,2,-1,Bentley Univ.
Jack,Farrell,20,0,0,0,2,1,Bentley Univ.
James,Hagens,30,20,20,40,22,8,Boston College
Dean,Letourneau,32,19,15,34,22,10,Boston College
Ryan,Conmy,31,8,15,23,8,-5,Boston College
Will,Vote,32,10,11,21,0,8,Boston College
Jake,Sondreal,32,7,14,21,12,6,Boston College
Andre,Gasseau,19,6,15,21,6,-1,Boston College
Teddy,Stiga,27,5,14,19,27,-3,Boston College
Lukas,Gustafsson,32,5,14,19,43,-2,Boston College
Luka,Radivojevic,30,1,14,15,8,11,Boston College
Drew,Fortescue,32,4,8,12,43,4,Boston College
Aram,Minnetian,32,2,9,11,38,16,Boston College
William,Moore,29,4,6,10,0,-4,Boston College
Oscar,Hemming,16,1,7,8,18,-1,Boston College
Brady,Berard,32,5,1,6,12,1,Boston College
Landan,Resendes,30,3,3,6,22,0,Boston College
Michael,Hagens,29,0,5,5,6,-2,Boston College
Nolan,Joyce,31,1,2,3,8,3,Boston College
Gavin,Cornforth,18,0,3,3,6,2,Boston College
Oskar,Jellvik,5,1,1,2,2,-3,Boston College
Will,Traeger,18,1,1,2,0,3,Boston College
Kristian,Kostadinski,30,0,2,2,2,6,Boston College
Paul,Davey,9,1,0,1,14,-2,Boston College
Will,Skahan,30,1,0,1,18,3,Boston College
Tim,Delay,2,0,0,0,0,0,Boston College
Cole,Hutson,32,9,21,30,22,14,Boston Univ.
Cole,Eiserman,29,15,8,23,8,-8,Boston Univ.
Jack,Harvey,33,12,8,20,6,-6,Boston Univ.
Gavin,McCarthy,33,3,15,18,40,15,Boston Univ.
Ryder,Ritchie,33,7,9,16,26,-1,Boston Univ.
Owen,McLaughlin,31,4,12,16,4,-4,Boston Univ.
Sacha,Boisvert,24,3,13,16,26,-6,Boston Univ.
Brandon,Svoboda,32,6,8,14,14,7,Boston Univ.
Kamil,Bednarik,32,5,9,14,18,-5,Boston Univ.
Ben,Merrill,30,6,7,13,10,-1,Boston Univ.
Jonathan,Morello,33,6,7,13,18,9,Boston Univ.
Jack,Murtagh,32,5,5,10,21,-3,Boston Univ.
Sascha,Boumedienne,32,2,8,10,12,-10,Boston Univ.
Charlie,Trethewey,31,1,9,10,21,5,Boston Univ.
Conrad,Fondrk,25,3,5,8,0,-8,Boston Univ.
Nick,Roukounakis,22,5,2,7,8,5,Boston Univ.
Aiden,Celebrini,32,0,7,7,12,2,Boston Univ.
John,McNelis,18,1,4,5,6,4,Boston Univ.
Tynan,Lawrence,15,1,3,4,2,-4,Boston Univ.
Mick,Frechette,29,1,2,3,10,-3,Boston Univ.
Malte,Vass,19,0,3,3,4,-5,Boston Univ.
Kyle,Kim,3,0,0,0,0,0,Boston Univ.
Jay,Feldberg,7,0,0,0,0,1,Boston Univ.
Carter,Amico,18,0,0,0,12,-7,Boston Univ.
Quinn,Emerson,34,10,21,31,28,11,Bowling Green State Univ.
Ben,Doran,34,7,22,29,38,11,Bowling Green State Univ.
Tyler,Hotson,34,12,16,28,39,13,Bowling Green State Univ.
Breck,McKinley,34,2,24,26,16,15,Bowling Green State Univ.
Dominik,Rymon,34,10,10,20,14,1,Bowling Green State Univ.
Brayden,Crampton,33,3,14,17,29,5,Bowling Green State Univ.
Noah,Morneau,29,9,6,15,14,2,Bowling Green State Univ.
Jackson,Niedermayer,30,4,11,15,14,13,Bowling Green State Univ.
Brody,Waters,34,7,7,14,10,6,Bowling Green State Univ.
Dalton,Norris,25,1,12,13,16,0,Bowling Green State Univ.
Jaden,Grant,33,8,4,12,34,3,Bowling Green State Univ.
Brett,Pfoh,24,6,5,11,12,1,Bowling Green State Univ.
Gustav,Stjernberg,23,5,4,9,96,7,Bowling Green State Univ.
Jérémie,Minville,31,4,5,9,23,4,Bowling Green State Univ.
Ty,Higgins,19,1,8,9,22,-1,Bowling Green State Univ.
Max,Martin,24,2,6,8,12,1,Bowling Green State Univ.
Jake,Sloan,30,2,5,7,10,6,Bowling Green State Univ.
Connor,Levis,29,4,1,5,6,-3,Bowling Green State Univ.
Brandon,Whynott,26,2,2,4,4,-4,Bowling Green State Univ.
Ivan,Korodiuk,28,1,3,4,25,-2,Bowling Green State Univ.
Adam,Zlnka,13,1,1,2,2,0,Bowling Green State Univ.
Jack,Blake,16,0,2,2,4,-2,Bowling Green State Univ.
Rihards,Simanovics,24,1,0,1,0,-2,Bowling Green State Univ.
Tanner,Scott,4,0,0,0,0,-1,Bowling Green State Univ.
Brian,Lonergan,4,0,0,0,2,-3,Bowling Green State Univ.
Ivan,Zadvernyuk,29,8,14,22,75,-7,Brown Univ.
Benjamin,Poitras,30,10,8,18,32,-11,Brown Univ.
Ryan,St. Louis,29,8,7,15,25,-15,Brown Univ.
Brian,Nicholas,30,5,8,13,22,-18,Brown Univ.
Charlie,Gollob,29,4,8,12,16,-5,Brown Univ.
Matthew,Desiderio,30,4,8,12,22,-18,Brown Univ.
Andrew,King,19,5,6,11,12,0,Brown Univ.
Michael,Salandra,22,3,6,9,10,-9,Brown Univ.
Tanner,Hartman,25,3,6,9,12,1,Brown Univ.
Alex,Pineau,30,1,8,9,23,-13,Brown Univ.
Michael,Cataldo,30,3,4,7,4,-4,Brown Univ.
Matthew,Cataldo,30,4,2,6,25,-7,Brown Univ.
Ethan,Mistry,30,0,6,6,12,0,Brown Univ.
Ryan,Shostak,25,2,3,5,8,-4,Brown Univ.
Owen,Dyer,28,0,5,5,8,-15,Brown Univ.
Zackary,Tonelli,27,1,2,3,8,-6,Brown Univ.
Leo,Schwartz,16,0,3,3,4,0,Brown Univ.
Brendan,Tighe,21,1,1,2,8,-8,Brown Univ.
Nick,Traggio,28,0,2,2,10,-3,Brown Univ.
Ashton,Bynum,17,1,0,1,4,-3,Brown Univ.
Dean,Bauchiero,15,0,1,1,2,-2,Brown Univ.
Trip,Pendy,2,0,0,0,0,-1,Brown Univ.
Matthew,Brille,7,0,0,0,0,-1,Brown Univ.
Tristan,Zarsky,7,0,0,0,0,-2,Brown Univ.
Jack,Hewitt,16,0,0,0,2,2,Brown Univ.
Grant,Porter,34,12,22,34,12,0,Canisius College
Walter,Zacher,31,18,12,30,20,-5,Canisius College
Killian,Kiecker-Olson,34,8,18,26,24,1,Canisius College
Rhys,Chiddenton,34,11,10,21,12,-1,Canisius College
Oliver,Tarr,34,8,12,20,6,3,Canisius College
François-James,Buteau,30,5,12,17,20,-11,Canisius College
Alton,McDermott,16,8,6,14,0,2,Canisius College
Robert,Kincaid,32,4,10,14,6,7,Canisius College
Hunter,Price,26,7,6,13,2,-3,Canisius College
Carter,Anderson,25,5,8,13,6,3,Canisius College
Hunter,Andrew,29,4,8,12,10,1,Canisius College
Jason,Gallucci,34,1,9,10,38,7,Canisius College
Carter,Patterson,34,2,7,9,28,7,Canisius College
Stefano,Bottini,31,4,4,8,8,-1,Canisius College
Kash,Rasmussen,32,2,5,7,10,-3,Canisius College
Kyan,Haldenby,18,2,4,6,17,5,Canisius College
Jack,Pascucci,34,0,6,6,40,-8,Canisius College
Trey,Funk,33,2,2,4,18,-7,Canisius College
Luke,Marshall,25,0,4,4,4,2,Canisius College
Cole,Miller,25,2,1,3,2,-6,Canisius College
Brice,Cooke,11,0,2,2,4,1,Canisius College
Ryan,Gillespie,4,0,1,1,0,1,Canisius College
Christian,MacDougall,9,0,1,1,10,-1,Canisius College
Joseph,Messina,12,0,1,1,2,0,Canisius College
David,Elmy,5,0,0,0,2,1,Canisius College
Nick,Strom,7,0,0,0,0,-3,Canisius College
Josh,Phillips,8,0,0,0,4,1,Canisius College
Ryan,Bottrill,34,9,27,36,16,4,Clarkson Univ.
Owen,Van Steensel,34,12,13,25,14,-3,Clarkson Univ.
Rémi,Gélinas,34,8,13,21,24,7,Clarkson Univ.
Jared,Mangan,34,8,11,19,14,1,Clarkson Univ.
Talon,Sigurdson,34,8,10,18,14,0,Clarkson Univ.
Justin,Côté,34,9,8,17,10,1,Clarkson Univ.
Erik,Bargholtz,34,6,11,17,26,6,Clarkson Univ.
Tate,Taylor,33,6,10,16,14,-5,Clarkson Univ.
Tristan,Sarsland,34,6,10,16,26,0,Clarkson Univ.
Ty,Brassington,34,4,10,14,38,-2,Clarkson Univ.
Luka,Sukovic,32,3,11,14,46,1,Clarkson Univ.
Jace,Letourneau,22,7,5,12,16,6,Clarkson Univ.
Matthew,Mayich,30,6,5,11,26,10,Clarkson Univ.
Maël,St-Denis,28,3,6,9,30,0,Clarkson Univ.
Bryce,Sookro,34,0,7,7,37,-1,Clarkson Univ.
William-Charles,Bishop,27,1,4,5,22,-3,Clarkson Univ.
Adrian,Misaljevic,6,2,2,4,2,-1,Clarkson Univ.
Shawn,O'Donnell,30,2,2,4,10,-8,Clarkson Univ.
Conyr,Hellyer,32,0,4,4,18,-13,Clarkson Univ.
Luke,Pakulak,25,2,1,3,4,-11,Clarkson Univ.
Jack,Sparkes,33,0,2,2,42,1,Clarkson Univ.
Noah,Houle,6,0,0,0,4,-2,Clarkson Univ.
Max,Nagel,24,11,15,26,4,0,Colgate Univ.
Simon,Labelle,34,11,15,26,25,-3,Colgate Univ.
Isaiah,Norlin,34,8,18,26,16,-10,Colgate Univ.
Ryan,Sullivan,33,7,19,26,53,0,Colgate Univ.
Michael,Neumeier,34,6,15,21,14,-28,Colgate Univ.
Jack,Brandt,31,8,10,18,32,-9,Colgate Univ.
Daniel,Panetta,34,3,9,12,14,-17,Colgate Univ.
Easton,Wainwright,33,4,7,11,16,-5,Colgate Univ.
Jacob,Napier,32,3,7,10,16,11,Colgate Univ.
Joshua,Niedermayer,26,2,8,10,6,-4,Colgate Univ.
Tyson,Doucette,32,5,4,9,10,-17,Colgate Univ.
Jake,Schneider,34,5,3,8,35,-7,Colgate Univ.
Ryan,Spinale,27,3,5,8,28,-6,Colgate Univ.
Robby,Newton,33,4,3,7,10,1,Colgate Univ.
Brett,Merner,18,2,5,7,2,-9,Colgate Univ.
Simone,Dadiè,34,3,3,6,22,-9,Colgate Univ.
Luke,Malboeuf,33,0,6,6,6,3,Colgate Univ.
Bobby,Metz,27,4,1,5,2,4,Colgate Univ.
Antonio,Fernandez,31,3,2,5,22,-2,Colgate Univ.
Owen,Neuharth,30,2,3,5,4,2,Colgate Univ.
Nicholas,Rexine,14,0,2,2,4,0,Colgate Univ.
Davide,Patella,16,0,1,1,20,-5,Colgate Univ.
Jack,Stockfish,34,12,19,31,28,-2,College of the Holy Cross
Michael,Abgrall,33,11,11,22,56,4,College of the Holy Cross
Matt,DeBoer,28,12,9,21,24,7,College of the Holy Cross
Noah,Eyre,29,7,12,19,22,12,College of the Holy Cross
Matt,Kursonis,27,5,14,19,28,-9,College of the Holy Cross
Jack,Seymour,34,9,8,17,43,17,College of the Holy Cross
Ty,Gagno,33,6,10,16,22,-7,College of the Holy Cross
William,Elias,34,1,15,16,6,1,College of the Holy Cross
Mack,Oliphant,34,5,10,15,8,-1,College of the Holy Cross
Timothy,Heinke,34,5,10,15,48,0,College of the Holy Cross
Devin,Phillips,19,5,9,14,0,-6,College of the Holy Cross
Connor,Welsh,32,7,6,13,13,-2,College of the Holy Cross
Owen,Kim,31,5,7,12,20,-1,College of the Holy Cross
Owain,Johnston,34,2,8,10,82,5,College of the Holy Cross
Brody,Gagno,33,1,7,8,16,2,College of the Holy Cross
Quinn,McCall,34,4,3,7,30,-4,College of the Holy Cross
David,Hymovitch,29,3,4,7,6,-3,College of the Holy Cross
Dax,Williams,31,2,5,7,4,4,College of the Holy Cross
Lachlan,Getz,28,0,5,5,50,11,College of the Holy Cross
Jarrod,Smith,18,1,2,3,8,1,College of the Holy Cross
Anthony,Carone,9,1,1,2,0,-3,College of the Holy Cross
Joe,Solimine,13,0,2,2,27,-3,College of the Holy Cross
Anthony,Biakabutuka,15,0,2,2,0,-5,College of the Holy Cross
Will,Reardon,1,0,0,0,0,0,College of the Holy Cross
Will,Troutwine,1,0,0,0,0,-1,College of the Holy Cross
Ryan,Buckley,1,0,0,0,0,0,College of the Holy Cross
Ben,LeFranc,1,0,0,0,0,0,College of the Holy Cross
Klavs,Veinbergs,34,10,12,22,30,-2,Colorado College
Owen,Beckner,28,7,14,21,4,7,Colorado College
Gavin,Lindberg,34,6,14,20,6,8,Colorado College
Connor,Hvidston,34,4,14,18,4,8,Colorado College
Bret,Link,34,7,10,17,8,7,Colorado College
Drew,Montgomery,32,8,8,16,14,3,Colorado College
Brandon,Lisowsky,29,7,8,15,6,6,Colorado College
Ryan,Alexander,32,4,11,15,9,9,Colorado College
Wilson,Björck,29,5,9,14,16,2,Colorado College
Fisher,Scott,34,2,12,14,32,7,Colorado College
Philippe,Blais-Savoie,26,7,5,12,29,8,Colorado College
Colton,Roberts,27,3,8,11,16,-1,Colorado College
Mats,Lindgren,16,6,4,10,8,2,Colorado College
Tomas,Mrsic,34,5,5,10,16,-7,Colorado College
Brayden,Schuurman,34,4,5,9,14,-3,Colorado College
Riley,Stuart,32,4,4,8,4,-6,Colorado College
Seth,Constance,34,2,6,8,16,-4,Colorado College
Ryan,Koering,34,1,5,6,12,6,Colorado College
Matteo,Mann,27,0,2,2,23,4,Colorado College
Nick,Baer,17,0,1,1,2,1,Colorado College
Mateo,Mrsic,21,0,1,1,4,1,Colorado College
Max,Burkholder,4,0,0,0,2,-1,Colorado College
Merril,Steenari,16,0,0,0,2,1,Colorado College
Jonathan,Castagna,29,14,18,32,27,25,Cornell Univ.
Caton,Ryan,29,11,16,27,8,23,Cornell Univ.
Ryan,Walsh,28,8,19,27,33,7,Cornell Univ.
Xavier,Veilleux,29,6,18,24,8,11,Cornell Univ.
Charlie,Major,27,10,12,22,2,3,Cornell Univ.
Aiden,Long,29,9,11,20,18,19,Cornell Univ.
George,Fegaras,29,4,14,18,28,13,Cornell Univ.
Giovanni,DiGiulian,29,9,5,14,26,5,Cornell Univ.
Jacob,Kraft,29,6,8,14,8,10,Cornell Univ.
Hoyt,Stanley,29,2,11,13,29,7,Cornell Univ.
Reegan,Hiscock,29,5,4,9,18,0,Cornell Univ.
Luke,Ashton,29,2,7,9,4,16,Cornell Univ.
Chase,Pirtle,23,3,5,8,6,2,Cornell Univ.
Nick,DeSantis,28,3,3,6,10,11,Cornell Univ.
Michael,Fisher,28,0,6,6,10,9,Cornell Univ.
Luke,Devlin,19,3,2,5,8,3,Cornell Univ.
Jack,O'Brien,29,0,5,5,4,10,Cornell Univ.
Tyler,Catalano,29,2,1,3,8,1,Cornell Univ.
Connor,Arsenault,12,0,2,2,6,2,Cornell Univ.
Donovan,Hamilton,3,0,1,1,0,1,Cornell Univ.
Sean,Donaldson,1,0,0,0,0,0,Cornell Univ.
Luke,McCrady,1,0,0,0,2,0,Cornell Univ.
Nicholas,Wolfenberg,3,0,0,0,0,2,Cornell Univ.
Parker,Murray,6,0,0,0,0,0,Cornell Univ.
Hudson,Gorski,7,0,0,0,2,4,Cornell Univ.
Winter,Wallace,18,0,0,0,10,-4,Cornell Univ.
Hayden,Stavroff,30,27,17,44,28,15,Dartmouth College
Hank,Cleaves,30,14,21,35,37,18,Dartmouth College
Nikita,Nikora,30,7,16,23,2,4,Dartmouth College
Cameron,MacDonald,29,5,14,19,12,23,Dartmouth College
C.J.,Foley,30,3,16,19,12,2,Dartmouth College
Colin,Grable,30,5,12,17,16,26,Dartmouth College
Nathan,Morin,24,7,6,13,8,9,Dartmouth College
Eric,Charpentier,30,4,9,13,8,23,Dartmouth College
Jack,Silverberg,30,6,6,12,4,6,Dartmouth College
Jason,Stefanek,23,2,10,12,2,8,Dartmouth College
Andrew,Clarke,29,2,9,11,6,9,Dartmouth College
Ryan,Schelling,28,5,5,10,6,6,Dartmouth College
Cooper,Cleaves,25,4,6,10,2,3,Dartmouth College
Alexander,Krause,30,4,6,10,10,6,Dartmouth College
Brock,Cummings,30,4,5,9,2,3,Dartmouth College
Tim,Busconi,30,1,8,9,6,21,Dartmouth College
Joshua,Schenk,26,4,3,7,10,1,Dartmouth College
Matthew,Fusco,27,4,2,6,0,0,Dartmouth College
Brock,Devlin,10,1,2,3,2,5,Dartmouth College
Austin,Salani,13,1,1,2,0,-1,Dartmouth College
Tucker,McRae,28,0,2,2,8,-1,Dartmouth College
Oskari,Vuorio,4,0,1,1,2,-2,Dartmouth College
Tyler,Grahme,4,0,0,0,0,-2,Dartmouth College
Gavin,Best,34,12,13,25,18,-12,Ferris State Univ.
Josh,Zary,34,13,7,20,28,-5,Ferris State Univ.
Carter,Rapalje,34,11,9,20,6,-18,Ferris State Univ.
Max,Itagaki,28,6,12,18,14,-4,Ferris State Univ.
Christopher,Lie,34,1,16,17,8,-6,Ferris State Univ.
Tyler,Schleppe,33,6,10,16,33,1,Ferris State Univ.
Xavier,Alexandre Jean-Louis,34,4,10,14,23,-6,Ferris State Univ.
Caden,Brown,28,4,9,13,2,-1,Ferris State Univ.
Max,Dukovac,34,6,4,10,20,-7,Ferris State Univ.
John,Lundy,24,4,6,10,21,-4,Ferris State Univ.
Jack,Mesic,34,2,7,9,20,-15,Ferris State Univ.
Riley,Wallack,23,5,3,8,8,-19,Ferris State Univ.
Connor,McGrath,28,2,6,8,16,-11,Ferris State Univ.
Valtteri,Piironen,28,1,6,7,14,-6,Ferris State Univ.
Holden,Doell,22,3,3,6,10,-9,Ferris State Univ.
Trevor,Taulien,34,1,5,6,60,-9,Ferris State Univ.
Jack,Silich,22,3,2,5,8,-2,Ferris State Univ.
Emerson,Goode,14,2,2,4,6,-5,Ferris State Univ.
Nic,Belpedio,26,0,4,4,8,-9,Ferris State Univ.
Logan,Heroux,29,0,4,4,22,-1,Ferris State Univ.
Jacob,Badal,20,1,2,3,6,-3,Ferris State Univ.
Tanner,Rowe,26,1,2,3,12,-3,Ferris State Univ.
Kade,Turner,10,0,1,1,8,1,Ferris State Univ.
Conner,Brown,2,0,0,0,0,0,Ferris State Univ.
Luke,Lisko,2,0,0,0,0,-2,Ferris State Univ.
Brian,Morse,10,0,0,0,4,-5,Ferris State Univ.
Mick,Thompson,29,8,17,25,10,-4,Harvard Univ.
Philip,Tresca,27,8,11,19,10,4,Harvard Univ.
